Gene,Symbol_donor1_rep1,t_0m_Readcount_donor1_rep1,t_15m_Readcount_donor1_rep1,t_30m_Readcount_donor1_rep1,t_60m_Readcount_donor1_rep1,t_90m_Readcount_donor1_rep1,t_105m_Readcount_donor1_rep1,t_120m_Readcount_donor1_rep1,no4sU_Readcount_donor1_rep1,t_0m_MAP_donor1_rep1,t_15m_MAP_donor1_rep1,t_30m_MAP_donor1_rep1,t_60m_MAP_donor1_rep1,t_90m_MAP_donor1_rep1,t_105m_MAP_donor1_rep1,t_120m_MAP_donor1_rep1,Symbol_donor1_rep2,t_0m_Readcount_donor1_rep2,t_15m_Readcount_donor1_rep2,t_30m_Readcount_donor1_rep2,t_60m_Readcount_donor1_rep2,t_90m_Readcount_donor1_rep2,t_105m_Readcount_donor1_rep2,t_120m_Readcount_donor1_rep2,no4sU_Readcount_donor1_rep2,t_0m_MAP_donor1_rep2,t_15m_MAP_donor1_rep2,t_30m_MAP_donor1_rep2,t_60m_MAP_donor1_rep2,t_90m_MAP_donor1_rep2,t_105m_MAP_donor1_rep2,t_120m_MAP_donor1_rep2
ENSG00000188636,RTL6,1509,1491,1403,1090,1103,1224,1059,1272,0.0043,0.0042,0.0076,0,0.0032,0.0025,0.0029,RTL6,1265,1159,1687,992,1244,945,1234,1272,0.0035,0.0077,0,0,0,0.0012,0.0037
ENSG00000100364,KIAA0930,12672,11248.3333,12734.5,8215.5,8079,10390,8420.5,8384,0.0021,0.0051,0.0045,0.006,0.0035,0.0034,0.0042,KIAA0930,8114.5,11209.5,20736,6389,8119.5,7817.5,10635,8384,0.0067,0.0019,0.0032,0.0052,0.0021,0.0043,0.0019
ENSG00000077935,SMC1B,4,9,1,0,0,0,5,0,0,0,0,NA,NA,NA,0,SMC1B,4,0,5,0,0,1,0,0,0,NA,0,NA,NA,0,NA
ENSG00000100242,SUN2,8838.5,9511.5,10268,8662.5,6926,10685,7736,10532.5,0.0014,0.0029,0.0012,0.0028,0,0.0033,5e-4,SUN2,7981.5,7212.5,21858,6419.5,9963,6843.5,9071.5,10532.5,0.0025,0,0.0013,0.003,0.002,0.0015,0.0012
ENSG00000100246,DNAL4,288,233,275,140,187,280,168,199,0,0.005,0.0204,0.0226,0,0.0067,0.009,DNAL4,180,259,563.5,166,263,188,197,199,0,0.0035,0.0117,0,0,0.0076,0
ENSG00000221890,NPTXR,43,29,39,20,30,28,9,30,0,0,0,0,0.072,0.0671,0,NPTXR,23,29,50,6,37,25,9,30,0,0,0,0,0,0.0379,0
ENSG00000183741,CBX6,18912,22652,20101.5,20577.5,13177,21147.8333,16197,25482,0.009,0.0131,0.0118,0.0148,0.0075,0.0129,0.0112,CBX6,22565.5,17434.5,39155.5,17413,23803.5,15022.5,20925,25482,0.0143,0.0111,0.0072,0.0188,0.011,0.0125,0.0107
ENSG00000100307,CBX7,1470,1599,1570.5,1159,770,1292,975.5,1412,0,0.0033,0.0071,0.003,0,6e-4,0,CBX7,1468,1257.5,3101,1044,1317,919,1262.5,1412,0.0067,0.0031,0.006,0.002,0,0.0137,0.0012
ENSG00000268674,NA,0,0,0.3333,0,0,0,0,0,NA,NA,1,NA,NA,NA,NA,NA,0,0,1.3333,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
ENSG00000277475,NA,13.5,23,22.8333,19.6667,11,11.5,14.3333,14.5,0.06,0,0,0,0,0,0,NA,12.3333,19,25,6,23.3333,6,30,14.5,0,0,0,0,0,0,0
ENSG00000276345,NA,354.6667,312.5,309.1667,232.5,227,315.5833,204.5,257.3333,0.0124,0.0114,0.0091,0,0.0019,0.0017,0.0108,NA,195.5,247.1667,412.1667,199,325.6667,213.6667,256.8333,257.3333,0.0028,0.0043,0.0013,0.0036,0,0.0088,0.0034
ENSG00000100221,JOSD1,4657.5,4043,4294,3506.5,4553,5542.5,4341.5,5166,0.002,0.0016,0.0014,0.0013,0.0012,0.0023,0.0035,JOSD1,3239,3801,3690,3353,5104,5252,6744.6667,5166,0.0022,0.0022,9e-4,0.001,6e-4,0.0022,0.0018
ENSG00000100368,CSF2RB,176648.5,177340,190434.5,130629.6667,107258,161422.5,135284.5,150663.3333,0.0021,0.0023,0.002,0.003,0.0014,0.0021,0.0021,CSF2RB,132178.8333,161002,267443.5,100759.1667,128286,115083.5833,163440.5,150663.3333,0.002,0.0015,0.0012,0.0031,0.002,0.0029,0.0018
ENSG00000128309,MPST,1667,1319,1292,977.5,806,1222,1035,1286.5,0.0028,0.0041,0.0067,0.0068,0.0073,0.0102,0.0051,MPST,1218,1206.5,3039.5,817.25,1010.5,923,1498.6667,1286.5,0.0063,0.0033,9e-4,0.0076,0.0045,0.0054,0.0092
ENSG00000100379,KCTD17,3194,3201,3360,2468,2169,3568,2671.5,3345.5,0.006,0.038,0.0076,0.0497,0.0088,0.017,0.013,KCTD17,2621.5,2738,7756,2047,3308.3333,2569,3728,3345.5,0.0653,0.0033,0.0095,0.072,0.0516,0.0147,0.0205
ENSG00000100055,CYTH4,32505.5,29036.5,33170,19931.5,20568.5,28146.5,21280.5,23007.8333,0.0021,0.0015,0.0016,0.0022,0.0016,0.0026,0.0032,CYTH4,21879.75,26414.8333,52668,16254,22987,21205.5,27998,23007.8333,0.0028,0.0017,7e-4,0.002,0.0018,0.0026,0.0023
ENSG00000128283,CDC42EP1,281.3333,194.3333,249,173,59,122.5,78,98,0.0041,0,0.0043,0,0,0.0467,0,CDC42EP1,171.3333,200,535.5,89,76,83,140,98,0.0091,0,0.0025,0,0,0,0.0171
ENSG00000128274,A4GALT,5061.5,5526,5881,5859.5,5033,8582,6322.5,9139.5,0.0083,0.0041,0.0074,0.0062,0.0088,0.0074,0.0047,A4GALT,4631,4422.5,13466.6667,4258,7192,5946.8333,8133.1667,9139.5,0.0093,0.0057,0.004,0.0064,0.0068,0.0074,0.004
ENSG00000242247,ARFGAP3,8681.5,7482.5,8227,5665.5,9696,10129,7687.5,8736,0.0012,0.0016,0.0023,0.0018,0.0012,0.0012,0.0015,ARFGAP3,6011.5,6835,4073,6370,9771.5,9229,10793,8736,9e-4,0.0011,0,0.0015,8e-4,0.0012,7e-4
ENSG00000100266,PACSIN2,12800.5,11231,12879,8590,9818,12122,9530,10124,0.0022,8e-4,0.0012,0.0021,0.003,8e-4,0.003,PACSIN2,8381,10272.1667,13067.5,7766.5,10489,9604.5,11827.5,10124,0.0019,0.0021,0,0.0038,6e-4,0.0018,8e-4
ENSG00000100271,TTLL1,144,118,150,71,149,153,68,78,0.0297,0,0.0508,0.0355,0.0219,0.0365,0.0923,TTLL1,96,147,98,59,93,129,108,78,0.0125,0.0181,0,0,0.0379,0,0.0188
ENSG00000100294,MCAT,207,231,282,133,110,196,132,192,0,6e-4,0,0.0362,0.0169,0.0094,0,MCAT,181,182,250,161,161,118,208,192,0.0108,0,0.0015,0.0073,0,0.0057,0
ENSG00000130962,PRRG1,1159,1000,1210,565,950,811.5,763,713,0.0011,0.0067,0.003,0.0044,0.009,0.0218,0,PRRG1,741,1297,470,670,866,966,971,713,0.0092,5e-4,0,0.0013,7e-4,0.0069,0.0102
ENSG00000250349,NA,37,16,31,5,32,18,12,6,0,0,0.0257,0,0,0,0,NA,10,29,12,7,10,21,26,6,0,0,0,0,0,0,0
ENSG00000147036,LANCL3,15,34.1429,55,12.1667,23,20.5,22.1111,36,0,0,0,0,0,0,0.0683,LANCL3,18.2,38,14.6163,24,35,10,37,36,0,0.0246,0.0439,0,0,0,0
ENSG00000047597,XK,11,7,0,4,9,0,6,15,0,0,NA,0,0,NA,0,XK,6,1,0,5,3,6,1,15,0,0,NA,0,0,0,0
ENSG00000156298,TSPAN7,6,6,4,0,6,0,7,7,0,0,0,NA,0,NA,0,TSPAN7,10,1,1,0,0,1,7,7,0,0,0,NA,NA,0,0.4749
ENSG00000165175,MID1IP1,3234,2948,2931,2419,1646,2374,1527,1786,0.0036,0.0068,0.0067,0.0075,0.0011,0.004,0.0056,MID1IP1,2965,2792,4873,2207,2580,1912,2224,1786,0.0034,0.0088,0.0021,0.0039,0.003,0.0061,0.0068
ENSG00000182220,ATP6AP2,7882,7399.5,7483,5723.5,7223,6941,5671,7442.5,0.0012,0.001,8e-4,0.0028,0.0017,0.0011,0.0035,ATP6AP2,7280,6780,3142.5,6477.5,8119,6702.5,7625,7442.5,0.0013,0.0016,4e-4,0.0013,6e-4,0.0014,0.0014
ENSG00000047634,SCML1,2782,2116,2409,1537,2407.5,1996,1768,1872,0.002,0.0017,0.0014,0.0032,5e-4,2e-4,0.009,SCML1,1919,2205,836,2161,2469,2297,2709,1872,0.0011,0.0014,0.0059,2e-4,0.0011,0.0014,0.0033
ENSG00000008086,CDKL5,910,688,930,629,766,733,699,576,0.0056,0.0129,0.0097,0.0185,0.0015,0.0132,0.0138,CDKL5,513,737,452,724,742,740,793.5,576,0.0019,0.0035,0.0038,0.0016,0.0045,0.0167,0.0045
ENSG00000086717,PPEF1,0,3,3,0,0,3,3,1,NA,0,0,NA,NA,0,0,PPEF1,0,0,9,0,3,0,0,1,NA,NA,0,NA,0,NA,NA
ENSG00000131828,PDHA1,4889,4004,4648,2779.5,4371,4992,4324.5,4002,8e-4,6e-4,0.0026,3e-4,0.0016,7e-4,9e-4,PDHA1,3008.5,4578,2832,2959,4568,4698,5822,4002,8e-4,0.0011,0.0031,0.0048,0.0012,9e-4,8e-4
ENSG00000149970,CNKSR2,5,6,14,1,5,0,2,3,0.4821,0,0,0,0,NA,0,CNKSR2,8,2,6,1,4,3,6,3,0,0,0,0,0,0,0
ENSG00000012174,MBTPS2,3187,2688.5,2764,1740.5,2601.5,2393,2352,2384,0.0046,0.0034,0.0057,0.0093,0.0033,0.0079,0.0044,MBTPS2,2389.5,3143.5,1418,2204,2554,2699.5,3517,2384,0.0045,0.0092,0.0049,0.0019,0.0067,0.0139,0.007
ENSG00000230797,YY2,445,330,337,171.5,277,258,327.5,338.6667,0.0043,0.0063,0,0.0316,0.0388,0.009,0.0153,YY2,283,393,295,118,299,324.5,432,338.6667,0.0114,0.0067,0,0,0,0.0323,0.0053
ENSG00000185960,SHOX,0,0,1.5,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,SHOX,0,0,7.8333,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
ENSG00000198223,CSF2RA,5059.2833,4670.725,5027.1583,4642.0167,5467.4833,6388.5417,4675.5833,6060.0667,0.0052,0.002,0.0034,0.0023,0.0016,0.0027,0.0036,CSF2RA,4470.0167,4361.3833,5993.225,5150.6333,7207.3333,5731.55,6927.1167,6060.0667,0.004,0.0016,0.0028,0.0018,0.0012,0.0022,0.0017
ENSG00000185291,IL3RA,740.5,676,770.5,590.5,634,802,676,551.25,0.0043,0,0.0021,0.0011,0.0011,0,0.0016,IL3RA,530,571,532.5,401,607.75,610,731.5,551.25,9e-4,0,0,0,6e-4,0,9e-4
ENSG00000197976,AKAP17A,3780,3652,3975.25,2768.25,2317.5,3569,3170,4177.25,0.003,0.0029,0.0029,0.0042,0.0013,0.0069,0.002,AKAP17A,3202.5,3052,9321.6667,2329,3443,2799,4180.5,4177.25,0.0035,0.0013,0.0028,0.0018,0.0022,0.0063,0.0046
ENSG00000196433,ASMT,0.5,0,2.5,0.5,2.5,0,1,0,0,NA,0,0,0,NA,0,ASMT,0,0,0.5,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA
ENSG00000100201,DDX17,87746.9762,74555.5,77949.5,50643.9167,70361.6667,71964.5,64725.5,70777,0.0063,0.0055,0.0067,0.0051,0.0051,0.0053,0.0071,DDX17,67353.1667,72443.8095,41971.5,58636.6667,75019.254,70892.6667,89006.3333,70777,0.0044,0.0059,0.0032,0.0058,0.0039,0.007,0.0055
ENSG00000100206,DMC1,1,4,3,0,10,0,0,3,0,0,0,NA,0,NA,NA,DMC1,2,4,0,0,0,6,3,3,0,0,NA,NA,NA,0,1
ENSG00000184949,FAM227A,7,7,3,1,1,1,5,0,0,0,0,0,1,0,0,FAM227A,1,2,0,0,2,0,1,0,0,0,NA,NA,0,NA,0
ENSG00000102309,PIN4,754,489.5,601,309,468.5,450,355.5,478.5,0,0.0073,0.0041,0.0067,0,0,0,PIN4,384,691,212,341,542,527,629.5,478.5,0,0.0015,0,0,0.0029,4e-4,0
ENSG00000147145,LPAR4,10,8,7,0,6,4,4,0,0,0,0,NA,0,0.1827,0,LPAR4,3,6,9,4,2,6,3,0,0,0,0,0,0,0,0
ENSG00000078589,P2RY10,79,54,38,26,45,36,57,51,0,0,0,0,0,0,0,P2RY10,48,41,6,22,61,59,89,51,0,0.0512,0,0,0,0.0134,0
ENSG00000147138,GPR174,87,89,60,32,77,79,44,86,0,0,0,0.0831,0.0219,0,0,GPR174,72,82,22,15,99,55,74,86,0.0445,0,0,0.0659,0,0,0
ENSG00000204116,CHIC1,794,691,695,457,716,555,473,605,0,0,0.0022,0,0.0028,0,0,CHIC1,675,898,264,618,665,704,900,605,0.0016,0.0013,0,0.0024,0.0044,0,0
ENSG00000147100,SLC16A2,15,4,11,4,4,10,7,1,0,0,0.0677,0.2148,0,0.3632,0,SLC16A2,8,11,9,4,11,1,7,1,0,0.4334,0,0,0,1,0.1345
ENSG00000094841,UPRT,1383,1269.5,1388,939,1110,1357.5,1134.5,1268,7e-4,9e-4,9e-4,0,0,0.0013,0,UPRT,1060,1335,633,1037,1245.5,1321,1726.5,1268,0,0,0.0014,0.0023,0,0.0032,0.0023
ENSG00000102390,PBDC1,1939.5,1984,1801,1263,1297,1628,1371,1924,0.0064,0.0068,0.0062,0.01,3e-4,0.0108,0.0068,PBDC1,1576,1739,1154,1457,2038,1455,2196,1924,0.0043,0.009,0.0587,0,0.0021,0.0074,0.0013
ENSG00000126733,DACH2,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000102271,KLHL4,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000130055,GDPD2,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,GDPD2,0,0,0,0,1,0,0,0,NA,NA,NA,NA,0,NA,NA
ENSG00000082458,DLG3,1,7,23,6,22,11,8,15,0,0,0.0345,0,0,0,0,DLG3,10,10,13,22,12,13,14,15,0,0.0994,0,0,0.0574,0.0833,0
ENSG00000184481,FOXO4,1466,1452,1625,1227,981,1575,1166,1384,0.004,0.0031,0.004,0.0042,0.0062,6e-4,0.009,FOXO4,1191,1311,2039,1107,1373,1121,1365.5,1384,0.0025,0,0,0.0019,0.005,0,0.0056
ENSG00000184634,MED12,15868.5,12993.8333,15370.6667,9734,12062,14243.6667,12384,11980,0.0028,0.003,0.0023,0.0014,0.0017,0.0019,0.0032,MED12,9707.5,12703,17022,8733,11207.8,11718.9167,15059.8333,11980,0.0039,0.0028,0.0033,0.0048,0.0015,0.0025,0.0031
ENSG00000196338,NLGN3,562,394,558,385,418.5,411,380,364,0.0148,0.0031,0.0079,0,0.0189,0,0.0176,NLGN3,377,430,825.5,364,405,434,518,364,0.0088,0.0047,0,0.0148,0.0175,0.0073,5e-4
ENSG00000102359,SRPX2,44,24,23,8,16,34,19,17,0,0,0,0,0,0,0,SRPX2,18,14,8,10,14,30,45,17,0,0.0334,0,0,0,0,0
ENSG00000101811,CSTF2,1159,987.5,1167,766,817,1052,807,1005,9e-4,0,0.0055,0,0.0026,0.0022,0,CSTF2,686,876,1087,527,770,692,980.5,1005,0.0018,0.0013,0,0.0215,0.0015,0,0.0013
ENSG00000102349,KLF8,85,43,81,29,49,56,62,33,0.0141,0,0,0,0.0778,0.0167,0,KLF8,36,66,34,41,45,54,94,33,0,0,0,0,0,0,0
ENSG00000102145,GATA1,0,3,5,0,6,3,0,3,NA,0.1781,0,NA,0,0,NA,GATA1,5,0,0,0,7,0,1,3,0,NA,NA,NA,0,NA,1
ENSG00000094631,HDAC6,11045.3333,9529.5,10719,7621,8060.5,10303.5,8486.5,9964,0.0017,0.0013,0.0017,0.003,0.0031,0.0025,0.0027,HDAC6,8037.5,8291,13783,6989,8983.5,7851,10284,9964,0.0026,9e-4,0.0038,0.0046,0.003,0.003,0.002
ENSG00000187682,ERAS,0,0,2,0,7,0,0,0,NA,NA,0,NA,0,NA,NA,ERAS,0,0,5,0,0,1,0,0,NA,NA,0,NA,NA,0,NA
ENSG00000102103,PQBP1,3813,3254,3828.8333,2650,2839,3809,2932,3200,0.0773,0.0658,0.0633,0.0827,0.04,0.063,0.0822,PQBP1,2466,3360,3970,2510,3504.5,3259,4158,3200,0.0677,0.0639,0.0145,0.146,0.0712,0.072,0.0736
ENSG00000171365,CLCN5,3183,2670,3038,2041,3686,4242,3994,4252,4e-4,0.0035,0.0034,0.0022,0.0025,0.0026,0.004,CLCN5,2326,2681,1443,2190,3583,4078,5475,4252,0.0027,0.0017,7e-4,0,0.0035,0.0022,0.0017
ENSG00000147082,CCNB3,135,106,102,50,93,102,111,94,0.0073,0,0.028,0,0,0.009,0.0043,CCNB3,68,108,47,67,55,97,96,94,0,0,0,0,0,0,0
ENSG00000122824,NUDT10,1,1,0,6,0,6.5,2,4,0,0,NA,0,NA,0,0,NUDT10,0,2,0,0,6,5,3,4,NA,0,NA,NA,0,0,0
ENSG00000187690,EZHIP,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,0,EZHIP,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA
ENSG00000102316,MAGED2,4705.5,4941,4888,4569.5,3961,5713.5,4276.5,6129,9e-4,6e-4,0.0018,0.0045,7e-4,0.0019,0.0021,MAGED2,4124,3394,5933.5,3683,5017,3662,4737.5,6129,0.0024,0.0019,9e-4,0.0088,0.0029,0.0029,0.0022
ENSG00000067445,TRO,2,2,2,0,1,16,10,10,0,0,0,NA,0,0,0,TRO,1,2,1.5,10,0,0,6,10,0,0,0,0.3112,NA,NA,0
ENSG00000169188,APEX2,2316,1784,2189.5,1229,1577,1879,1677,1739,0.0043,0.0013,0.0039,9e-4,0.0016,0.0028,0.0021,APEX2,1255,1775,2626,833,1188.5,1400,1933,1739,0.0011,0.0016,9e-4,0.0013,0.0025,0,0.001
ENSG00000238269,PAGE2B,0,0,0,7,2,0,0,0,NA,NA,NA,0,0,NA,NA,PAGE2B,4,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,0
ENSG00000234068,PAGE2,0,2,0,0,0,5,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENSG00000090889,KIF4A,297,247,308,153,215,232,145,119,0.0034,0.0022,0,0,0,0,0.0107,KIF4A,215.5,262,237,127,226,160.5,124.5,119,0,0,0,0.0134,2e-4,0,0
ENSG00000165168,CYBB,73521,69065,74294.5,52604.5,84832.3333,82607,60495,68932.5,0.0014,0.0015,0.0017,0.002,0.001,0.0014,0.0012,CYBB,54422,64167,32023.6667,58389,84438.5,78694.5,85338.6667,68932.5,0.0016,0.0017,5e-4,0.0019,0.0011,0.0018,0.0015
ENSG00000068354,TBC1D25,2415,1940,2385,1750,2101.5,2595,2026,2230,0.0021,0,0.0068,0.0024,0.0012,9e-4,0.001,TBC1D25,1593.5,1831.5,2572,1449,2009,1889,2517,2230,0,0.003,0.0011,0.0047,0.0011,0,0.0011
ENSG00000238205,MPC1L,0,1,0,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,MPC1L,1,0,0,0,0,2,0,0,0,NA,NA,NA,NA,0,NA
ENSG00000300293,NA,0,2,0.5,3,1,9,5,2.8333,NA,0,0,0.5448,0,0,0,NA,4.6667,4,1,0,0.5,4.3333,7.3333,2.8333,0,1,1,NA,1,0.5914,0.1582
ENSG00000102172,SMS,20116.5,15995,19378.6667,10678.5,17938.5,19753,16927,16183.5,0.004,0.002,0.0024,0.0027,0.0026,0.0062,0.0035,SMS,12228,19037.5,8978.5,11096.5,17805,20437.5,25740.5,16183.5,0.0016,0.003,3e-4,0.0017,0.0027,0.0031,0.0037
ENSG00000102174,PHEX,62,39,64,49,84,85,29,60,0.0136,0.0578,0,0,0.0112,0,0,PHEX,51,45,97,65,54,68,82,60,0,0,0,0.0242,0,0,0.0125
ENSG00000165186,PTCHD1,1,0,0,0,0,0,2,0,0,NA,NA,NA,NA,NA,0,PTCHD1,1,0,4,0,0,0,0,0,1,NA,0,NA,NA,NA,NA
ENSG00000189306,RRP7A,3712.8333,3662.6667,3712.0833,2710.6667,2609.8333,3636.6667,2594.3333,3996.4167,0.0194,0.0228,0.024,0.0278,0.0205,0.0261,0.0207,RRP7A,2953,2889.8333,9560.3333,2512.3333,3566.6667,2694.8333,3769.3333,3996.4167,0.0135,0.0185,0.0132,0.0257,0.0173,0.0208,0.0293
ENSG00000100227,POLDIP3,14034.5,13621.5,14126.5,10137.5,9281.5,12897,10335.5,13171.5,4e-4,0.0011,0.0018,0.003,3e-4,0.0017,9e-4,POLDIP3,10954,12536.5,16200,8226.5,11473.5,10128,13791,13171.5,0.003,7e-4,0.0045,0.001,0.0014,0.0015,0.0016
ENSG00000289517,NA,25974.3333,21270.6667,25763.1667,14513.1667,19027.9167,24094.25,20388.5,21263.8333,0.0022,0.0043,0.0025,0.004,9e-4,0.0027,0.0032,NA,15030,20955,36881.5833,11994,16971,18216.3333,25425.5,21263.8333,0.0037,0.0022,0.0039,0.0027,0.0021,0.0033,0.0031
ENSG00000100243,CYB5R3,47470.1667,39072.8333,47123.3333,29441.6667,38152.75,50968.0833,43959.8333,41983.369,0.0039,0.005,0.0042,0.0045,0.0033,0.0035,0.004,CYB5R3,24641.5833,38400.9444,65719.4714,23619.7917,32987.3333,37783.9667,51084.35,41983.369,0.003,0.0035,0.0034,0.0054,0.0036,0.005,0.0044
ENSG00000249222,ATP5MGL,93.5,94,90,151,131,143,65,210,0.1338,0.0071,0.052,0.0402,0.0531,0.0714,0.1402,ATP5MGL,91,41,244,168,201,80,102,210,0.0118,0,0.0183,0.0112,0.0524,0.0431,0.0108
ENSG00000005889,ZFX,9670.3333,7657.9167,8689,10773.3333,27268,26477,20106.3333,23070.3333,0.0081,0.0072,0.0095,0.01,0.0074,0.0066,0.0065,ZFX,7599.3333,7728.5,5984.3333,12663,31037.8333,27892.5,31798.5,23070.3333,0.0078,0.0079,0.001,0.0101,0.0067,0.0063,0.006
ENSG00000067992,PDK3,1168.25,1112,1102,571,1134,1271,970.75,1334,0,0.002,0,0,0.0024,0,0.0032,PDK3,961,1123,734,684,1074,1162,1642,1334,9e-4,0.0011,0,0,0.0122,0,0.0074
ENSG00000101868,POLA1,1111,948,1150,636,889,930,810,847,0.0011,0.0021,0,0.0029,0.0088,0,0,POLA1,854.5,1069,585,605,977,859,1085,847,0.0031,0,0,0,8e-4,0.0064,9e-4
ENSG00000147119,CHST7,3515,4643.5,3930,4647,2694,4342,3126,4899,0.0124,0.0054,0.0103,0.0088,0.0102,0.012,0.0047,CHST7,4274,3429,9194.5,3378,4720,3061.5,4282,4899,0.0084,0.003,0.0064,0.0072,0.006,0.0054,0.0027
ENSG00000102218,RP2,4547,3672.5,3715.5,3545,4927,4418,4173,5258,0.0015,0.0018,7e-4,0.0012,0.0012,0.0019,0.0037,RP2,4402,3848,1319.9,4361,6328,5215.5,6386,5258,8e-4,0.0019,0.0039,0.0012,0.0026,9e-4,4e-4
ENSG00000102221,JADE3,1564,1336,1495,996,1116,1375,1152.5,1435,0.0031,0.0061,0.0052,0,0.0064,0.0048,0.0105,JADE3,1093,1397,905,926,1077.5,1207,1605,1435,0.007,0.0032,0,0.0025,0.002,0.0032,0.005
ENSG00000130988,RGN,16,11,10,2,0,1,0,7,0.1342,0,0,0,NA,0,NA,RGN,2,15,14,11,1,0,0,7,0,0.0129,0,0.0845,0,NA,NA
ENSG00000102317,RBM3,14782.5,12152.6667,12162,11093.3333,12570.3929,14236,10630.6667,14428,0.0036,0.0034,0.0024,0.0026,0.0012,0.0034,0.0022,RBM3,12599.6667,11242.5,9506,10869.5,17055.5,12996,16318,14428,0.0031,0.0025,0.0018,0.0064,0.0022,0.0035,0.003
ENSG00000101940,WDR13,3003,2559,2957.5,2157,2289,3411,2590,3147.5,0.0055,0.006,0.0093,0.0016,0.0047,0.0033,0.0024,WDR13,2005,2306.5,4550,1833,2705,2277,3198,3147.5,0.0051,0.0066,0.0017,0.0136,0.0039,0.0075,0.0045
ENSG00000015285,WAS,8654,6161,8665,4398.5,5790,7467.5,6330,5673,0.0078,0.0063,0.005,0.0074,0.0038,0.0039,0.0024,WAS,4544,7287.5,13752,4054,5956,6458,8505,5673,0.0049,0.0028,0.0093,0.0051,0.0022,0.0059,0.0034
ENSG00000101945,SUV39H1,782,673,708,570,316,582,561,557,0,0.0038,0.0019,0,0,0.0019,0.002,SUV39H1,513,506,987,390,435,405,551,557,0,0,0,0,0,6e-4,0.0029
ENSG00000090776,EFNB1,971,1017,945,926.8333,690,1009,914,1096,0.0142,0.0032,0,0.0086,0.0049,0.005,0.0053,EFNB1,811,820,1996,748,1107,813,992,1096,0.0032,0,0.0032,0.0104,0.0034,0.0064,0.0016
ENSG00000158813,EDA,19,24,45,24,39,18,14,24,0,0,0,0,0,0,0,EDA,18,19,11,26,15,26,31,24,0,0,0,0,0,0,0
ENSG00000089289,IGBP1,3215,2685,3150,1736,2454,2920,2351,2311,0.0011,0.0026,0.0014,0.0015,0.0023,0.001,0.0014,IGBP1,1808,2457,1607,1652,2210,2618,3295,2311,0.0015,7e-4,0,0.0068,0,7e-4,0
ENSG00000184911,DMRTC1B,0.3333,0,0.5,0,0.4,0,0.2,0,0,NA,0,NA,0,NA,0,DMRTC1B,0,0,3.2833,0,0,0,0,0,NA,NA,0.471,NA,NA,NA,NA
ENSG00000184205,TSPYL2,618,542,772,443,531,602,405,412,0.0176,0.0209,0,0.012,0,0.0018,0.0281,TSPYL2,388,545,770,489,564,482,727,412,0.0051,0.0099,0.0301,0.0018,0.014,0.0268,0.0135
ENSG00000232593,KANTR,694.3333,507,572,312.5,304,340,152,263.3333,0.0163,0.0022,0.004,0.0128,0.0069,0,0,KANTR,489.8333,510.5,654,294,348,269,366.5833,263.3333,0.0037,0.0059,0.0046,0.0032,0.005,0.0067,0
ENSG00000158423,RIBC1,50,48,60,40,42,27,31,35,0,0,0,0,0,0.0643,0,RIBC1,23,27,30,53,39,40,46,35,0.0448,0,0,0,0,0,0
ENSG00000158526,TSR2,3574,2967,3338,2137,2411,3073,2415,2869,0.0105,0.0081,0.0065,0.0095,0.0056,0.0072,0.0131,TSR2,2650.5,3106,4399,2143,3023.5,2664,3590,2869,0.0113,0.0076,0.0123,0.0042,0.0071,0.0079,0.02
ENSG00000130119,GNL3L,6594,5459,6066.5,4299,4815.5,5154.5,4186.5,5766,0.0081,0.008,0.009,0.0087,0.0076,0.0081,0.0089,GNL3L,5094,5948,11679.8333,4565,6143,4933,6704.25,5766,0.0125,0.0085,0.0056,0.0239,0.0123,0.0143,0.0129
ENSG00000147174,GCNA,93,123,117,61,108,95,102,91,0.0132,0.0101,0.0576,0.0209,0,0.0289,0,GCNA,75,84,117,96,166,98.5,136,91,0.0343,0.0165,0,0,0.0059,0.0387,0.0145
ENSG00000204131,NHSL2,79,38,43,21,39,55,27,30,0.0104,0.0413,0.0033,0.0458,0,0.0456,0.0208,NHSL2,30.8333,43,29.3333,22.5,28,19,20,30,0.0144,0.0269,0.0685,0.0598,0.0352,0,0
ENSG00000269313,MAGIX,92,87,85,70,48,80,65,102,0,0.0175,0,0,0.008,0.08,0,MAGIX,65,67,134.1111,49,109,76,94,102,0,0,0.0308,0.0282,0.0142,0,0
